Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
140.82.114.26-10.53.81.102-443-63411-6,140.82.114.26,443,10.53.81.102,63411,6,08/12/2025 02:33:21 下午,23,1,1,24.0,0.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,1043478.2608695652,86956.52173913043,23.0,0.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,43478.260869565216,43478.260869565216,0.0,24.0,16.0,13.856406460551018,192.0,0,0,1,1,1,0,0,0,1.0,24.0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,77,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
140.82.114.26-10.53.81.102-443-63411-6,140.82.114.26,443,10.53.81.102,63411,6,08/12/2025 02:33:21 下午,23,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.260869565216,43478.260869565216,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
10.53.81.102-140.82.114.22-63421-443-6,10.53.81.102,63421,140.82.114.22,443,6,08/12/2025 02:33:21 下午,243533,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.318659072897718,121766.5,172143.02455952144,243490.0,43.0,243533.0,243533.0,0.0,243533.0,243533.0,0,0,0,0,0,0,0,0,0,52,32,8.212439381931812,4.106219690965906,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
10.53.81.102-52.178.17.233-63397-443-6,10.53.81.102,63397,52.178.17.233,443,6,08/12/2025 02:33:02 下午,19042147,187,109,219707.0,12316.0,1440.0,0.0,1174.9037433155079,536.1308832907972,1440.0,0.0,112.99082568807341,336.31704881325896,12184.707953362611,15.544465652953944,64549.65084745765,573548.6619396522,9125000.0,0.0,1.8827285E7,101221.9623655914,721068.9537544026,9125000.0,0.0,1.8818097E7,174241.6388888889,979208.724087674,9388704.0,0.0,0,0,0,0,3812,2420,9.820321206426986,5.724144446526959,0.0,1440.0,781.2222222222221,697.3492119615709,486295.92342342384,2,2,0,47,295,0,0,0,0.0,783.8614864864865,1174.903743315508,112.9908256880734,0,0,0,58005,47,66395,46,54926,27,3079,64240,16385,169,20,9702285.0,0.0,9702285.0,9702285.0,9125000.0,0.0,9125000.0,9125000.0,NeedManualLabel
10.53.81.102-52.178.17.233-63406-443-6,10.53.81.102,63406,52.178.17.233,443,6,08/12/2025 02:33:03 下午,17833153,17,15,3214.0,7462.0,1440.0,0.0,189.05882352941174,383.55434272542067,1440.0,0.0,497.4666666666667,619.4173375804378,598.6602593495385,1.794410668713491,575263.0,2852163.6894121743,1.5934024E7,0.0,1.7614903E7,1100931.4375,4028827.3880136055,1.6202701E7,0.0,1.7614522E7,1258180.1428571427,4288383.667422886,1.6152274E7,0.0,0,0,0,0,400,324,0.9532806677540422,0.841130000959449,0.0,1440.0,323.51515151515144,518.1456190838223,268474.8825757575,2,2,0,11,31,0,0,0,0.0,333.625,189.05882352941177,497.46666666666664,0,0,0,10676,16,8947,17,3214,15,7462,64240,16380,7,20,1680879.0,0.0,1680879.0,1680879.0,1.5934024E7,0.0,1.5934024E7,1.5934024E7,NeedManualLabel
10.53.81.102-20.50.80.212-63419-443-6,10.53.81.102,63419,20.50.80.212,443,6,08/12/2025 02:33:18 下午,3293113,14,12,2476.0,8069.0,1440.0,0.0,176.8571428571429,406.182766203146,1440.0,0.0,672.4166666666666,696.2594159093464,3202.1373089839312,7.895265057712869,131724.52,409709.8556171713,2036986.0,0.0,3042944.0,234072.6153846154,554427.0382981783,2036986.0,0.0,3044895.0,276808.63636363635,676683.7979213442,2287259.0,0.0,0,0,0,0,368,252,4.251296569537699,3.6439684881751706,0.0,1440.0,390.5555555555556,595.5787962680525,354714.10256410245,1,2,1,7,25,0,0,0,0.0,405.5769230769231,176.85714285714286,672.4166666666666,0,0,0,10545,13,13927,14,2476,12,8069,64240,0,4,20,0,0,0,0,0,0,0,0,NeedManualLabel
10.53.81.102-20.50.80.212-63418-443-6,10.53.81.102,63418,20.50.80.212,443,6,08/12/2025 02:33:17 下午,3547006,21,16,5690.0,8383.0,1440.0,0.0,270.95238095238096,482.4633122000549,1440.0,0.0,523.9375,655.5995188883734,3967.5715237019613,10.431332791655835,98527.94444444444,335980.3854762906,1980380.0,0.0,3293367.0,164668.35,442644.3178146624,1980380.0,0.0,3296849.0,219789.93333333332,571220.1747070497,2244728.0,0.0,0,0,0,0,520,332,5.920486179047907,4.510846612607929,0.0,1440.0,370.34210526315786,565.3183879910978,319584.8798008534,2,2,0,13,36,0,0,0,0.0,380.35135135135135,270.95238095238096,523.9375,0,0,0,14073,20,13925,21,5690,16,8383,64240,16385,9,20,0,0,0,0,0,0,0,0,NeedManualLabel
10.53.81.102-202.89.233.101-63424-443-6,10.53.81.102,63424,202.89.233.101,443,6,08/12/2025 02:33:21 下午,47841,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.70771932024832,23920.5,33776.369616937816,47804.0,37.0,47841.0,47841.0,0.0,47841.0,47841.0,0,0,0,0,0,0,0,0,0,52,32,41.80514621349888,20.90257310674944,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
10.53.81.102-222.216.123.115-63260-443-6,10.53.81.102,63260,222.216.123.115,443,6,08/12/2025 02:32:48 下午,33503702,21,0,8854.0,0.0,1440.0,0.0,421.61904761904754,584.6748221182845,0,0,0,0,264.2693037324652,0.6267964059613472,1675185.0999999999,3833115.5091493325,1.4574709E7,13.0,3.3503702E7,1675185.0999999999,3833115.5091493325,1.4574709E7,13.0,0,0,0,0,0,0,0,0,0,420,0,0.6267964059613472,0.0,0.0,1440.0,402.50000000000006,577.5882327979567,333608.1666666667,0,0,1,19,21,0,0,0,0.0,421.6666666666667,421.6190476190476,0.0,0,0,0,4533,16,4978,4,1770,0,0,1029,0,19,20,9328103.0,0.0,9328103.0,9328103.0,1.20877995E7,3517021.1432944927,1.4574709E7,9600890.0,NeedManualLabel
10.53.81.102-104.110.191.143-63441-80-6,10.53.81.102,63441,104.110.191.143,80,6,08/12/2025 02:33:25 下午,401147,3,4,111.0,187.0,111.0,0.0,37.0,64.08587988004847,187.0,0.0,46.75,93.5,742.8698207888879,17.449962233296024,66857.83333333333,103058.57452423192,200101.0,0.0,200039.0,100019.5,141146.29169942794,199825.0,214.0,201438.0,67146.0,115429.29407650382,200431.0,0.0,0,0,0,0,72,92,7.4785552428411535,9.971406990454872,0.0,187.0,37.25,71.90221534437289,5169.9285714285725,1,2,0,2,6,0,0,0,1.0,42.57142857142857,37.0,46.75,0,0,0,0,0,0,0,0,0,0,64240,502,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
